898440,645,359
94,370,273
73,592,225
36,550,544
12,529,546
7,515,547
4,521,547
4,225,458
3,401,269
2,536,549
2,371,278
1,543,550
1,511,548
1,507,548
1,399,270
1,375,277
1,368,279
1,367,278
1,351,279
1,225,465
1,217,481
